bookID,Book-Title,authors,isbn,isbn13,language_code,publisher,
7664,A New Collection of Three Complete Novels: Congo / Sphere / Eaters of the Dead,Michael Crichton,517101351,9.78052E+12,eng,Wings Books,
7665,Travels,Michael Crichton,60509058,9.78006E+12,eng,Harpperen,
7668,Rising Sun,Michael Crichton,606298231,9.78061E+12,eng,Turtleback Books,
7670,The Andromeda Strain (Andromeda  #1),Michael Crichton,60541814,9.78006E+12,eng,Avon Books,
7672,Congo,Michael Crichton,60541830,9.78006E+12,eng,Avon Books,
7673,Eaters of the Dead,Michael Crichton,60891564,9.78006E+12,eng,Avon,
7674,The Michael Crichton Collection: Airframe / The Lost World / Timeline,Michael Crichton/Stephen Lang/Anthony Heald/Blair Brown,739340336,9.78074E+12,en-GB,Random House Audio,
7677,Jurassic Park (Jurassic Park  #1),Michael Crichton,030734813X,9.78031E+12,spa,Plaza y Janes,
7679,The Terminal Man,Michael Crichton,60092572,9.78006E+12,eng,Avon,
7681,Five Patients,Michael Crichton,345354648,9.78035E+12,eng,Ballantine Books,
7684,Twister,Michael Crichton/Anne-Marie Martin,345409701,9.78035E+12,eng,Ballantine Books,
7687,Peter Pan and Other Plays,J.M. Barrie/Peter Hollindale,192839195,9.78019E+12,eng,Oxford University Press,
7694,Management Information Systems: Managing the Digital Firm,Kenneth C. Laudon/Jane P. Laudon,131538411,9.78013E+12,en-US,Prentice Hall,
7695,Holy the Firm,Annie Dillard,60915439,9.78006E+12,eng,Harper Perennial,
7697,Persian Mirrors: The Elusive Face of Iran,Elaine Sciolino,743284798,9.78074E+12,eng,Free Press,
7700,Plays: Mrs Warren's Profession/Man and Superman/Major Barbara/Pygmalion,George Bernard Shaw/Sandie Byrne,393977536,9.78039E+12,eng,W.W. Norton & Company,
7707,Pygmalion & My Fair Lady,George Bernard Shaw/Alan Jay Lerner,451530098,9.78045E+12,eng,Signet,
7708,Saint Joan/Major Barbara/Androcles and the Lion,George Bernard Shaw,394604806,9.78039E+12,eng,Modern Library/Random House (NY),
7714,Pygmalion,George Bernard Shaw,486282228,9.78049E+12,eng,Dover Publications,
7716,Plays Pleasant,George Bernard Shaw/Dan H. Laurence/W.J. McCormack,140437940,9.78014E+12,eng,Penguin Classics,
7717,The Metamorphosis,Peter Kuper/Franz Kafka/Kerstin Hasenpusch,1400047951,9.7814E+12,eng,Crown,
7718,The Metamorphosis (Graphic Novel Adaptation),Peter Kuper/Franz Kafka/Kerstin Hasenpusch,1400052998,9.7814E+12,eng,Broadway Books,
7721,The Metamorphosis,Franz Kafka/Stanley Corngold,393967972,9.78039E+12,eng,W. W. Norton & Company,
7723,The Metamorphosis and Other Stories,Franz Kafka/Jason Baker/Donna Freed,1593080298,9.78159E+12,eng,Barnes  Noble Classics,
7724,The Metamorphosis and Other Stories,Franz Kafka/Stanley Appelbaum,486290301,9.78049E+12,eng,Dover Publications,
7731,Antigone's Claim: Kinship Between Life and Death,Judith Butler,231118953,9.78023E+12,en-US,Columbia University Press,
7733,Gulliver's Travels,Jonathan Swift/Robert DeMaria Jr.,141439491,9.78014E+12,eng,Penguin,
7734,Gulliver's Travels,Jonathan Swift/Claude Julien Rawson/Ian Higgins,192805347,9.78019E+12,eng,Oxford University Press,
7737,Gulliver's Travels,Jonathan Swift/David Case,1400102723,9.7814E+12,eng,Tantor Media,
7739,Gulliver's Travels,Gill Harvey/Jonathan Swift,794503292,9.78079E+12,eng,Usborne Books,
7740,Gulliver's Travels,Martin Woodside/Jamel Akib/Arthur Pober/Jonathan Swift,1402726627,9.7814E+12,eng,Sterling,
7741,Gulliver's Travels,Jonathan Swift/Robert Hardy,1844560341,9.78184E+12,eng,Hodder Audio,
7742,Ahab's Wife  or The Star-Gazer,Sena Jeter Naslund,60838744,9.78006E+12,eng,William Morrow Paperbacks,
7747,Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,7204493,9.78001E+12,eng,Harper Perennial,
7748,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,446698229,9.78045E+12,eng,Warner Books (NY),
7749,Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,446313939,9.78045E+12,eng,Warner Books,
7752,Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976,Hunter S. Thompson,684873168,9.78068E+12,eng,Simon  Schuster,
7757,Cliffsnotes on Beckett's Waiting for Godot and Other Plays,James Lamar Roberts/Jeffrey Fisher,822013541,9.78082E+12,eng,Cliffs Notes,
7763,The Joy Luck Club,Amy Tan,143038095,9.78014E+12,eng,Penguin Books,
7769,Dr. Seuss's ABC,Dr. Seuss,679882812,9.78068E+12,eng,Random House,
7772,Dr. Seuss's Sleep Book,Dr. Seuss,394800915,9.78039E+12,eng,New York: Random House,
7775,Happy Birthday to You!,Dr. Seuss,394800761,9.78039E+12,eng,Random House Books for Young Readers,
7777,McElligot's Pool,Dr. Seuss,394800834,9.78039E+12,eng,Random House Books for Young Readers,
7778,The Cat in the Hat,Dr. Seuss,679891110,9.78068E+12,eng,Random House Books for Young Readers,
7779,Horton Hears a Who!,Dr. Seuss,679800034,9.78068E+12,eng,Random House Books for Young Readers,
7781,The 500 Hats of Bartholomew Cubbins,Dr. Seuss,039484484X,9.78039E+12,eng,Random House Books for Young Readers,
7783,Oh Say Can You Say?,Dr. Seuss,7175221,9.78001E+12,eng,London : Collins  2004.,
7784,The Lorax,Dr. Seuss,679889108,9.78068E+12,eng,Random House Books for Young Readers,
7785,I Can Read With My Eyes Shut!,Dr. Seuss,7158513,9.78001E+12,eng,HarperCollinsChildren’sBooks,
7786,¡Horton escucha a quién!,Dr. Seuss/Yanitzia Canetti,1930332351,9.78193E+12,spa,Lectorum Publications,
7788,The Cat in the Hat and Other Dr. Seuss Favorites,Dr. Seuss/Various,807218731,9.78081E+12,eng,Listening Library (Audio),
7789,Daisy-Head Mayzie,Dr. Seuss,679867120,9.78068E+12,eng,Random House Books for Young Readers,
7791,Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel,Richard H. Minear/Art Spiegelman/Dr. Seuss,1565847040,9.78157E+12,eng,The New Press,
7793,Dr. Seuss's ABC (Book & CD),Dr. Seuss,375834966,9.78038E+12,eng,Random House Books for Young Readers,
7796,Cattus Petasatus: The Cat in the Hat in Latin,Dr. Seuss/Jennifer Morrish Tunberg/Terence Tunberg/Terence O. Tunberg/Guenevera Tunberg/Terentio Tunberg,865164711,9.78087E+12,lat,Bolchazy-Carducci Publishers,
7797,Ten Apples Up On Top!,Theo LeSieg/Dr. Seuss/Roy McKie,7169973,9.78001E+12,eng,HarperCollinsChildren’sBooks,
7803,The Legacy of Luna: The Story of a Tree  a Woman  and the Struggle to Save the Redwoods,Julia Butterfly Hill,62516590,9.78006E+12,eng,HarperOne,
7805,Pale Fire,Vladimir Nabokov,141185260,9.78014E+12,eng,Penguin Books Ltd,
7806,Nabokov's Pale Fire: The Magic of Artistic Discovery,Brian Boyd,691089574,9.78069E+12,eng,Princeton University Press,
7807,Novels 1955–1962: Lolita / Pnin / Pale Fire / Lolita: A Screenplay,Vladimir Nabokov/Brian Boyd,1883011191,9.78188E+12,eng,Library of America,
7811,A Friend of the Earth,T. Coraghessan Boyle,747553467,9.78075E+12,eng,Bloomsbury Paperbacks,
7815,The Year of Magical Thinking,Joan Didion,1400078431,9.7814E+12,eng,Vintage,
7821,Seduction and Betrayal: Women and Literature,Elizabeth Hardwick/Joan Didion,940322781,9.78094E+12,eng,NYRB Classics,
7830,After Henry,Joan Didion,679745394,9.78068E+12,eng,Vintage,
7838,O Ano do Pensamento Mágico,Joan Didion,8520918867,9.78852E+12,por,Nova Fronteira,
7841,Another Day in Paradise: The Fourth Sherman's Lagoon Collection,Jim Toomey,740720120,9.78074E+12,eng,Andrews McMeel Publishing,
7842,Another Day in Cubicle Paradise,Scott Adams,740721941,9.78074E+12,eng,Andrews McMeel Publishing,
7845,Moby Dick,Herman Melville,140620621,9.78014E+12,eng,Penguin Books/Penguin Popular Classics,
7847,Moby-Dick,Herman Melville/Nathaniel Philbrick,142000086,9.78014E+12,en-US,Penguin Books,
7848,Moby-Dick; or  The Whale,Herman Melville/Rockwell Kent/Elizabeth Hardwick,067978327X,9.78068E+12,eng,Modern Library,
7849,Moby Dick  or The Whale,Herman Melville/Harrison Hayford/Hershel Parker,810119110,9.78081E+12,en-US,Northwestern University Press,
7850,The Girl in the Flammable Skirt,Aimee Bender,385492162,9.78039E+12,eng,Anchor,
7855,Planet of Slums,Mike  Davis,1844670228,9.78184E+12,eng,Verso,
7859,Late Victorian Holocausts: El Niño Famines and the Making of the Third World,Mike  Davis,1859843824,9.78186E+12,eng,Verso,
7861,No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border,Justin Akers Chacón/Mike  Davis,1931859353,9.78193E+12,eng,Haymarket Books,
7865,Days Between Stations,Steve Erickson,743265696,9.78074E+12,eng,Simon & Schuster,
7869,The Bourne Identity (Jason Bourne  #1),Robert Ludlum,752864327,9.78075E+12,eng,Orion,
7881,Little Plum,Rumer Godden/Jean Primrose,140307370,9.78014E+12,eng,Puffin Books,
7890,Betsy's Wedding (Betsy-Tacy  #10),Maud Hart Lovelace/Vera Neville,64405443,9.78006E+12,en-US,HarperTrophy,
7891,Betsy and the Great World (Betsy-Tacy  #9),Maud Hart Lovelace/Vera Neville,64405451,9.78006E+12,eng,HarperTrophy,
7894,Betsy and Tacy Go Over the Big Hill (Betsy-Tacy  #3),Maud Hart Lovelace/Lois Lenski,64400999,9.78006E+12,en-US,HarperCollins,
7895,Maud Hart Lovelace's Deep Valley: A Guidebook of Mankato Places in the Betsy-Tacy Series,Julie A. Schrader,971316821,9.78097E+12,eng,Minnesota Heritage Publishing,
7896,Early Candlelight,Maud Hart Lovelace/Rhoda R. Gilman,873512693,9.78087E+12,eng,Minnesota Historical Society Press,
7898,Betsy and Joe (Betsy-Tacy  #8),Maud Hart Lovelace/Vera Neville,006440546X,9.78006E+12,eng,HarperTrophy,
7901,Betsy Was a Junior (Betsy-Tacy  #7),Maud Hart Lovelace/Vera Neville,64405478,9.78006E+12,en-US,HarperTrophy,
7905,Betsy and Tacy Go Downtown (Betsy-Tacy  #4),Maud Hart Lovelace/Lois Lenski,690134495,9.78069E+12,eng,Thomas Y. Crowell Company,
7906,Emily of Deep Valley (Deep Valley  #2),Maud Hart Lovelace/Vera Neville,64408582,9.78006E+12,eng,HarperTrophy,
7909,Betsy-Tacy (Betsy-Tacy  #1),Maud Hart Lovelace/Lois Lenski,64400964,9.78006E+12,en-US,HarperCollins,
7911,Five Little Peppers and How They Grew (Five Little Peppers  #1),Margaret Sidney,1416916172,9.78142E+12,eng,Aladdin,
7914,Five Little Peppers at School,Margaret Sidney/Barbara Cooney,044040035X,9.78044E+12,eng,Yearling,
7924,All-of-a-Kind Family Uptown (All-of-a-Kind-Family  #4),Sydney Taylor,929093097,9.78093E+12,eng,Taylor Productions Ltd,
7926,All-of-a-Kind Family (All-of-a-Kind-Family  #1),Sydney Taylor,385732953,9.78039E+12,eng,Delacorte Press,
7938,Winter Cottage,Carol Ryrie Brink,20419708,9.78002E+12,eng,Atheneum,
7946,Eddie's Valuable Property,Carolyn Haywood,688320147,9.78069E+12,eng,William Morrow & Company,
7955,Empire (Empire  #1),Orson Scott Card,765316110,9.78077E+12,en-US,Tor Books,
7956,Treason,Orson Scott Card,765309041,9.78077E+12,eng,Orb Books,
7957,First Meetings in Ender's Universe (Ender's Saga  #0.5),Orson Scott Card,765347989,9.78077E+12,eng,Tor,
7958,Sarah (Women of Genesis  #1),Orson Scott Card,765341174,9.78077E+12,eng,Forge,
7959,Rachel & Leah (Women of Genesis  #3),Orson Scott Card,765341298,9.78077E+12,en-GB,Forge Books,
7960,How to Write Science Fiction and Fantasy,Orson Scott Card,898794161,9.7809E+12,eng,F & W Publications Inc.,
7961,Saints,Orson Scott Card,312876068,9.78031E+12,eng,Forge Books,
7965,Homebody,Orson Scott Card,61093998,9.78006E+12,eng,HarperTorch,
7966,Rebekah (Women of Genesis  #2),Orson Scott Card,076534128X,9.78077E+12,eng,Forge,
7967,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,812550757,9.78081E+12,eng,Tor Books,
7968,Red Prophet (Tales of Alvin Maker  #2),Orson Scott Card,812524268,9.78081E+12,en-US,Tor Fantasy,
7971,The Call of Earth (Homecoming  #2),Orson Scott Card,812532619,9.78081E+12,eng,Tor Books,
7972,Shadow of the Hegemon (Shadow  #2),Orson Scott Card/David Birney/Scott Brick/Gabrielle de Cuir/Scott Sowers,1593974809,9.78159E+12,eng,Macmillan Audio,
7973,Enchantment,Orson Scott Card,345482409,9.78035E+12,eng,Del Rey,
7974,Voyage of Slaves (Flying Dutchman  #3),Brian Jacques/David Elliot,399245499,9.7804E+12,en-US,Philomel Books,
7975,High Rhulain (Redwall  #18),Brian Jacques/David Elliot,399242082,9.7804E+12,eng,Philomel Books,
7983,Salamandastron (Redwall  #5),Brian Jacques/Gary Chalk,142501522,9.78014E+12,en-US,Firebird,
7987,The Legend of Luke (Redwall  #12),Brian Jacques,142501093,9.78014E+12,eng,Firebird,
7996,Redwall (Redwall  #1),Brian Jacques,1862301387,9.78186E+12,eng,Red Fox,
7997,Castaways of the Flying Dutchman (Flying Dutchman  #1),Brian Jacques/Ian Schoenherr,142501182,9.78014E+12,eng,Firebird,
7998,Outcast of Redwall (Redwall  #8),Brian Jacques,142401420,9.78014E+12,en-US,Firebird,
8001,Triss (Redwall  #15),Brian Jacques/Allan Curless,142402486,9.78014E+12,eng,Firebird,
8004,A Redwall Winter's Tale,Brian Jacques/Christopher Denise,142401986,9.78014E+12,en-US,Puffin,
8012,Mr. Impossible,Roger Hargreaves,084317420X,9.78084E+12,eng,Price Stern Sloan,
8013,Mr. Christmas,Roger Hargreaves/Adam Hargreaves,843121106,9.78084E+12,eng,Price Stern Sloan,
8014,Mr. Bump,Roger Hargreaves,843178388,9.78084E+12,eng,Price Stern Sloan,
8019,Little Miss Birthday,Roger Hargreaves/Adam Hargreaves,843121319,9.78084E+12,eng,Price Stern Sloan,
8021,Little Miss Lucky,Roger Hargreaves,843175044,9.78084E+12,eng,Price Stern Sloan,
8023,Mr. Happy,Roger Hargreaves,1405211997,9.78141E+12,eng,Egmont Children's Books,
8032,Mr. Jelly and the Pirates,Roger Hargreaves/Adam Hargreaves,084312492X,9.78084E+12,eng,Price Stern Sloan,
8044,Grandma Baa (Easy Peasy People),Roger Hargreaves/Gray Jolliffe,679801243,9.78068E+12,eng,Random House for Young Readers,
8048,Bill Buzz,Roger Hargreaves/Gray Jolliffe,679801154,9.78068E+12,eng,Random House for Young Readers,
8051,Gary Grizzle,Roger Hargreaves/Gray Jolliffe,679801251,9.78068E+12,eng,Random House for Young Readers,
8053,Charlie Oink,Roger Hargreaves/Gray Jolliffe,067980126X,9.78068E+12,eng,Random House  for Young Readers,
8060,Madame Je-Sais-Tout,Roger Hargreaves,2010189140,9.78201E+12,fre,Hachette,
8062,The Poppy Seed Cakes,Margery Clark/Maud Petersham/Miska Petersham,385074573,9.78039E+12,eng,Doubleday Books,
8073,Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1),Judi Barrett/Ron Barrett,689707495,9.78069E+12,eng,Atheneum Books for Young Readers,
8074,The Wind Thief,Judi Barrett/Diane Dawson Hearn,689305648,9.78069E+12,eng,Atheneum Books,
8077,Animales No Se Visten  Los (Animals Should Definitely Not Wear Clothing) with CD,Judi Barrett/Ron Barrett,1595191356,9.7816E+12,eng,Live Oak Media,
8084,Beauty,Robin McKinley,60753102,9.78006E+12,eng,HarperCollins,
8086,A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3),Robin McKinley,142302333,9.78014E+12,eng,Puffin,
8087,Deerskin,Robin McKinley,441012396,9.78044E+12,en-US,Ace Books,
8088,Sunshine,Robin McKinley,515138819,9.78052E+12,eng,Jove,
8089,Rose Daughter,Robin McKinley,441005837,9.78044E+12,eng,Ace,
8091,The Door in the Hedge,Robin McKinley,698119606,9.7807E+12,eng,Firebird,
8093,The Stone Fey,Robin McKinley/John Clapp,152000178,9.78015E+12,eng,HMH Books for Young Readers,
8127,Anne of Green Gables (Anne of Green Gables  #1),L.M. Montgomery,451528824,9.78045E+12,eng,Signet Book,
8134,Anne of Green Gables,L.M. Montgomery/Barbara Caruso,1419326961,9.78142E+12,en-US,Recorded Books  Inc.,
8137,The Road to Yesterday (Anne of Green Gables  #9),L.M. Montgomery,553560689,9.78055E+12,eng,Bantam Books,
8141,Anne of Avonlea,L.M. Montgomery/Clare Sieffert,448400634,9.78045E+12,eng,Grosset & Dunlap,
8146,The Stories of Vladimir Nabokov,Vladimir Nabokov,679729976,9.78068E+12,eng,Vintage,
8147,The Gift,Vladimir Nabokov/Michael Scammell/Dmitri Nabokov,141185872,9.78014E+12,eng,Penguin Books,
8148,Lectures on Literature,Vladimir Nabokov/Fredson Bowers/John Updike,156027755,9.78016E+12,eng,Mariner Books,
8149,Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory,Vladimir Nabokov/Brian Boyd,1883011183,9.78188E+12,eng,Library of America,
8150,The American Years,Brian Boyd,691024715,9.78069E+12,eng,Princeton University Press,
8151,Laughter in the Dark,Vladimir Nabokov,811216748,9.78081E+12,eng,New Directions,
8153,The Luzhin Defense,Vladimir Nabokov/Michael Scammell,679727221,9.78068E+12,eng,Vintage,
8155,A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,031235326X,9.78031E+12,eng,Griffin,
8162,The Ravenscar Dynasty (Ravenscar  #1),Barbara Taylor Bradford,312354606,9.78031E+12,en-US,St. Martin's Press,
8174,Dark Birthright,Jeanne Treat/Jane Starr Weils,097216748X,9.78097E+12,eng,Treat Enterprises,
8178,Birthright (Diablo: The Sin War  #1),Richard A. Knaak,743471229,9.78074E+12,eng,Pocket Star,
8196,Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder,William   Anderson/Laura Ingalls Wilder,60278420,9.78006E+12,eng,HarperCollins,
8197,Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1),Laura Ingalls Wilder/Stephen W. Hines,1400307848,9.7814E+12,eng,Tommy Nelson,
8199,Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2),Laura Ingalls Wilder/Stephen W. Hines,1400307856,9.7814E+12,eng,Tommy Nelson,
8200,A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America,Laura Ingalls Wilder,60724919,9.78006E+12,eng,HarperCollins,
8202,Laura Ingalls Wilder: A Biography,William   Anderson,60885521,9.78006E+12,eng,HarperCollins,
8203,West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11),Laura Ingalls Wilder/Roger Lea MacBride/Margot Patterson Doss,64400816,9.78006E+12,eng,Harper & Row,
8204,The Laura Ingalls Wilder Country Cookbook,Laura Ingalls Wilder/William   Anderson,64461963,9.78006E+12,eng,HarperCollins Publishers,
8205,Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3),Laura Ingalls Wilder/Stephen W. Hines,1400307864,9.7814E+12,eng,Thomas Nelson,
8206,The Laughing Jesus: Religious Lies and Gnostic Wisdom,Tim Freke/Peter Gandy,140008279X,9.7814E+12,en-US,Harmony,
8213,The Erotic Phenomenon,Jean-Luc Marion/Stephen E. Lewis,226505367,9.78023E+12,eng,University of Chicago Press,
8214,The Phenomenon of Life: Toward a Philosophical Biology,Hans Jonas/Lawrence Vogel/Eleonore Jonas,810117495,9.78081E+12,eng,Northwestern University Press,
8218,Down to the Bonny Glen (Little House: The Martha Years  #3),Melissa Wiley/Renée Graef,64407144,9.78006E+12,eng,HarperTrophy,
8221,Laura: The Life of Laura Ingalls Wilder,Donald Zochert,380016362,9.78038E+12,en-GB,Avon,
8227,Winter Days in the Big Woods,Laura Ingalls Wilder/Renée Graef,64433730,9.78006E+12,eng,HarperCollins,
8228,The First Four Years (Little House  #9),Laura Ingalls Wilder/Cherry Jones,60565098,9.78006E+12,eng,HarperFestival,
8230,Winter on the Farm,Laura Ingalls Wilder/Renée Graef/Jody Wheeler,006440692X,9.78006E+12,eng,Winter on the Farm (My First Little House),
8233,Summertime in the Big Woods,Laura Ingalls Wilder/Renée Graef,64434974,9.78006E+12,eng,HarperCollins,
8244,Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years,Cynthia Rylant/Jim LaMarche,64409902,9.78006E+12,eng,Harper Trophy,
8246,Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder/Richard  Hull,385325339,9.78039E+12,eng,Doubleday Books for Young Readers,
8247,Constructing the Little House: Gender  Culture  and Laura Ingalls Wilder,Ann Romines,1558491228,9.78156E+12,eng,University of Massachusetts Press,
8249,These Happy Golden Years (Little House  #8),Laura Ingalls Wilder/Cherry Jones/Paul Woodiel,006056508X,9.78006E+12,eng,HarperFestival,
8252,Farmer Boy (Little House  #2),Laura Ingalls Wilder/Garth Williams,60885386,9.78006E+12,eng,HarperTrophy,
8253,Little Town on the Prairie  (Little House  #7),Laura Ingalls Wilder/Garth Williams,60885432,9.78006E+12,eng,HarperTrophy,
8254,Christmas Stories (Little House Chapter Books: Laura  #10),Laura Ingalls Wilder/Renée Graef/Heather Henson,64420817,9.78006E+12,eng,HarperCollins,
8255,My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's,Carolyn Strom Collins/Christina Wyss Eriksson/Mary Collier,64462048,9.78006E+12,eng,HarperCollins,
8256,Christmas in the Big Woods,Laura Ingalls Wilder/Renée Graef,64434877,9.78006E+12,eng,HarperCollins,
8282,The Long Winter (Little House  #6),Laura Ingalls Wilder/Garth Williams,60885424,9.78006E+12,eng,HarperTrophy,
8285,A Little House Birthday,Laura Ingalls Wilder/Doris Ettlinger,006443494X,9.78006E+12,eng,HarperCollins,
8290,The Deer in the Wood,Laura Ingalls Wilder/Renée Graef,64434982,9.78006E+12,eng,HarperCollins,
8296,The First Four Years  (Little House  #9),Laura Ingalls Wilder/Garth Williams,60885459,9.78006E+12,eng,HarperTrophy,
8298,The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,Barbara M. Walker/Garth Williams,64460908,9.78006E+12,eng,HarperCollins,
8322,Little House on the Prairie (Little House  #3),Laura Ingalls Wilder/Garth Williams,60885394,9.78006E+12,eng,HarperTrophy,
8335,Let the Hurricane Roar,Rose Wilder Lane,64401588,9.78006E+12,en-US,HarperTrophy,
8337,Little House in the Big Woods (Little House  #1),Laura Ingalls Wilder/Garth Williams,60885378,9.78006E+12,eng,HarperTrophy,
8359,Flowers (Eyewitness Explorers),David Burnie,789422131,9.78079E+12,eng,Dorling Kindersley Children,
8362,Animal: The Definitive Visual Guide to the World's Wildlife,David Burnie/Don E. Wilson,756616344,9.78076E+12,eng,DK,
8370,The Making Of Disney's Animal Kingdom Theme Park,Melody Malmberg/Walt Disney Company,786864028,9.78079E+12,eng,Disney Enterprises,
8373,El Reino Animal,Sergio Ramírez,9707705736,9.78971E+12,spa,Alfaguara,
8417,Tree (Eyewitness Books),David Burnie/Peter K. Chadwick,789458209,9.78079E+12,eng,DK Children,
8428,Insects & Spiders,David Burnie,783548818,9.78078E+12,eng,Time Life Medical,
8486,The Prophet of Yonwood,Jeanne DuPrau,375875263,9.78038E+12,eng,Random House Books for Young Readers,
8489,Muhammad: A Prophet for Our Time,Karen Armstrong,60598972,9.78006E+12,eng,Eminent Lives,
8492,Prophet,Frank E. Peretti,1581345267,9.78158E+12,en-US,Crossway Books,
8494,Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation (Pocket Guides to Practical Spirituality),Elizabeth Clare Prophet,922729360,9.78092E+12,en-GB,Summit University Press,
8495,Hailstones and Halibut Bones,Mary O'Neill/John Wallner,385410786,9.78039E+12,en-US,Doubleday Books for Young Readers,
8499,The Second Sex,Simone de Beauvoir/H.M. Parshley/Margaret Crosland,1857151372,9.78186E+12,eng,Everyman's Library,
8500,The Second Sex,Simone de Beauvoir/H.M. Parshley,009974421X,9.7801E+12,eng,Vintage Classics,
8501,The Church and the Second Sex,Mary Daly,807011010,9.78081E+12,eng,Beacon Press,
8506,Thomas Jefferson (Oxford Portraits),R.B. Bernstein,195181301,9.7802E+12,eng,Oxford University Press  USA,
8508,The Jefferson Bible: The Life and Morals of Jesus of Nazareth,Thomas Jefferson,1557091846,9.78156E+12,eng,Applewood Books,
8510,Who Was Thomas Jefferson?,Dennis Brindell Fradin/Nancy Harrison/John   O'Brien,448431459,9.78045E+12,eng,Penguin Workshop,
8515,The Man Who Listens to Horses,Monty Roberts/Lucy Grealy/Lawrence Scanlan,034542705X,9.78035E+12,en-US,Ballantine Books,
8520,Under Orders (Sid Halley  #4),Dick Francis,399154000,9.7804E+12,eng,Putnam Publishing Group,
8522,For Kicks,Dick Francis,425194981,9.78043E+12,eng,G.P. Putnam's Sons,
8523,Forfeit,Dick Francis,425201910,9.78043E+12,eng,G.P. Putnam's Sons,
8525,Dead Cert,Dick Francis,425194973,9.78043E+12,eng,G.P. Putnam's Sons,
8528,Rat Race,Dick Francis,425210766,9.78043E+12,eng,G.P. Putnam's Sons,
8529,Reflex,Dick Francis,425206955,9.78043E+12,eng,G.P. Putnam's Sons,
8532,Decider,Dick Francis,042519938X,9.78043E+12,eng,G.P. Putnam's Sons,
8533,Slay Ride,Dick Francis,425196739,9.78043E+12,en-US,G.P. Putnam's Sons,
8536,Bonecrack,Dick Francis,425208850,9.78043E+12,eng,G.P. Putnam's Sons,
8537,Nerve,Dick Francis,515123463,9.78052E+12,eng,Jove,
8538,Break In (Kit Fielding  #1),Dick Francis,425199932,9.78043E+12,eng,G.P. Putnam's Sons,
8540,Blood Sport,Dick Francis,425199169,9.78043E+12,eng,G.P. Putnam's Sons,
8541,Straight,Dick Francis,042520846X,9.78043E+12,eng,G.P. Putnam's Sons,
8542,10 lb Penalty,Dick Francis,042519745X,9.78043E+12,eng,G.P. Putnam's Sons,
8544,Trial Run,Dick Francis,425199835,9.78043E+12,eng,G.P. Putnam's Sons,
8545,Wild Horses,Dick Francis,425196747,9.78043E+12,eng,G.P. Putnam's Sons,
8546,Field of Thirteen,Dick Francis,042519499X,9.78043E+12,eng,G.P. Putnam's Sons,
8548,Driving Force,Dick Francis,449221393,9.78045E+12,eng,Fawcett Books,
8551,Flying Finish,Dick Francis,515125601,9.78052E+12,eng,Jove,
8552,Bolt (Kit Fielding  #2),Dick Francis,425202887,9.78043E+12,eng,G.P. Putnam's Sons,
8557,Come to Grief (Sid Halley  #3),Dick Francis,425207188,9.78043E+12,eng,G.P. Putnam's Sons,
8559,Enquiry,Dick Francis,425197050,9.78043E+12,en-US,G.P. Putnam's Sons,
8568,Odds Against (Sid Halley  #1),Dick Francis,425198006,9.78043E+12,eng,G.P. Putnam's Sons,
8572,Banker,Dick Francis,718132386,9.78072E+12,eng,Michael Joseph,
8574,Whip Hand (Sid Halley  #2),Dick Francis,425203549,9.78043E+12,eng,G.P. Putnam's Sons,
8581,A Jockey's Life: The Biography of Lester Piggott,Dick Francis,449213307,9.78045E+12,eng,Fawcett,
8582,The Dick Francis Treasury of Great Racing Stories,Dick Francis/John Welcome,449220494,9.78045E+12,eng,Fawcett,
8583,Come to Grief / Decider / Wild Horses,Dick Francis,399143068,9.7804E+12,eng,Putnam Adult,
8586,Odds Against,Dick Francis,515125512,9.78052E+12,eng,Jove,
